                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2019,                 5.8572,                 1.5159,                      0,                      0,                      0,                      0,                 1.1961,                 5.6745,                 1.0281,              5.549e-05,              5.549e-05,              5.549e-05
                      2,                 1.7106,                 5.3845,                 1.1624,                      0,                      0,                      0,                      0,                 1.0579,                 5.4325,                0.90579,             5.6949e-05,             5.6949e-05,             5.6949e-05
